year,name,model,transmission,km,ownership,fuel,registeration,price
2019,Renault,Renault TRIBER 1.0 RXZ,Manual,20442,1st,Petrol,TN,696499
2015,Maruti,Maruti Celerio VXI,Manual,46012,1st,Petrol,TN,391099
2019,Hyundai,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,20963,2nd,Petrol,TN,518299
2017,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,32562,1st,Petrol,TN,419399
2014,Maruti,Maruti Alto 800 LXI,Manual,81333,2nd,Petrol,TN,240499
2018,Honda,Honda City SV MT PETROL,Manual,43903,2nd,Petrol,TN,822799
2018,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,89791,1st,Petrol,TN,556099
2014,Ford,Ford Ecosport 1.5 TITANIUMTDCI OPT,Manual,69229,2nd,Diesel,TN,546099
2012,Maruti,Maruti Wagon R 1.0 VXI,Manual,19641,1st,Petrol,TN,327499
2017,Maruti,Maruti Celerio VXI (O) AMT,Automatic,28198,1st,Petrol,TN,468799
2016,Maruti,Maruti Swift VXI,Manual,24357,1st,Petrol,TN,555399
2017,Ford,Ford Ecosport 1.5TITANIUM TDCI,Manual,46534,2nd,Diesel,TN,648899
2018,Ford,Ford FREESTYLE TITANIUM Plus 1.5 TDCI MT,Manual,37060,2nd,Diesel,TN,662199
2012,Maruti,Maruti Alto K10 VXI,Manual,90002,2nd,Petrol,TN,228899
2016,Tata,Tata Tiago XZ 1.2 REVOTRON,Manual,49205,2nd,Petrol,TN,439799
2019,Honda,Honda City ZX CVT,Automatic,31688,1st,Petrol,TN,1199999
2013,Maruti,Maruti Alto 800 LXI,Manual,49115,2nd,Petrol,TN,235099
2019,Hyundai,Hyundai Creta 1.6 SX CRDI,Manual,45172,1st,Diesel,TN,1237249
2018,Tata,Tata Tiago XT 1.2 REVOTRON,Manual,12081,1st,Petrol,TN,496299
2017,Jeep,Jeep Compass 2.0 LIMITED,Manual,25178,1st,Diesel,TN,1298099
2016,Honda,Honda Jazz 1.2 SV MT,Manual,44405,1st,Petrol,TN,581699
2016,Maruti,Maruti Swift VXI OPT,Manual,44594,1st,Petrol,TN,545699
2021,Renault,Renault Kwid 1.0 RXT Opt,Manual,13867,1st,Petrol,TN,529699
2015,Maruti,Maruti Celerio VXI AMT,Automatic,52123,2nd,Petrol,TN,409899
2017,Honda,Honda Jazz 1.2 SV MT,Manual,51000,2nd,Petrol,TN,540699
2013,Honda,Honda Amaze 1.2 SMT I VTEC,Manual,64754,2nd,Petrol,TN,401899
2016,Maruti,Maruti Vitara Brezza ZDI,Manual,50552,1st,Diesel,TN,787999
2018,Maruti,Maruti Vitara Brezza VDI,Manual,35335,1st,Diesel,TN,795499
2015,Volkswagen,Volkswagen Vento HIGHLINE 1.2 TSI AT,Automatic,61755,3rd,Petrol,TN,580099
2018,Maruti,Maruti Swift LXI,Manual,52365,2nd,Petrol,TN,541499
2019,Hyundai,Hyundai Elite i20 1.2 MAGNA PLUS VTVT,Manual,14590,1st,Petrol,TN,716499
2018,Maruti,Maruti Dzire VDI AMT,Automatic,50066,1st,Diesel,TN,726399
2020,Renault,Renault TRIBER RXZ AT,Automatic,13066,2nd,Petrol,TN,652599
2020,Renault,Renault TRIBER 1.0 RXZ,Manual,6587,1st,Petrol,TN,702599
2018,Ford,Ford Ecosport 1.5 TDCI TITANIUM PLUS,Manual,58697,2nd,Diesel,TN,787599
2021,Hyundai,Hyundai NEW I20 SPORTZ 1.0T GDI IMT,Manual,9349,1st,Petrol,TN,937399
2019,Renault,Renault TRIBER 1.0 RXZ,Manual,22149,1st,Petrol,TN,689799
2016,Hyundai,Hyundai Eon ERA PLUS,Manual,21103,3rd,Petrol,TN,304699
2017,Hyundai,Hyundai Creta 1.6 SX (O) CRDI,Manual,75764,1st,Diesel,TN,1129199
2017,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,34685,1st,Petrol,TN,605999
2020,MG,MG HECTOR SHARP 2.0 DIESEL,Manual,51844,1st,Diesel,TN,1684699
2019,Renault,Renault TRIBER 1.0 RXZ,Manual,28230,1st,Petrol,TN,728399
2020,Maruti,Maruti New  Wagon-R ZXI 1.2,Manual,45672,1st,Petrol,TN,576999
2015,Ford,Ford Ecosport 1.5 TREND TDCI,Manual,60128,2nd,Diesel,TN,551999
2016,Maruti,Maruti Alto 800 LXI,Manual,20631,2nd,Petrol,TN,294899
2016,Volkswagen,Volkswagen Vento HIGHLINE PETROL,Manual,89382,2nd,Petrol,TN,638999
2017,Tata,Tata TIGOR XZ 1.2 REVOTRON OPT,Manual,60361,1st,Petrol,TN,499699
2017,Maruti,Maruti Baleno ALPHA 1.2 K12,Manual,27869,2nd,Petrol,TN,639199
2015,Honda,Honda Brio 1.2 S MT I VTEC,Manual,63331,2nd,Petrol,TN,406499
2015,Hyundai,Hyundai i10 MAGNA 1.1 IRDE2,Manual,42653,1st,Petrol,TN,377199
2016,Hyundai,Hyundai Xcent S AT 1.2,Automatic,25480,2nd,Petrol,TN,528399
2016,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,33230,1st,Petrol,TN,615099
2015,Ford,Ford Ecosport 1.5 TITANIUM TI VCT AT,Automatic,61741,2nd,Petrol,TN,637199
2019,Renault,Renault TRIBER 1.0 RXZ,Manual,30345,1st,Petrol,TN,669199
2018,Honda,Honda City V MT PETROL,Manual,50426,2nd,Petrol,TN,851299
2016,Volkswagen,Volkswagen Ameo COMFORTLINE 1.2,Manual,61496,1st,Petrol,TN,519099
2020,Hyundai,Hyundai Creta SX PETROL MT,Manual,8158,1st,Petrol,TN,1430499
2018,Maruti,Maruti Swift VXI OPT,Manual,24042,2nd,Petrol,TN,610599
2021,Tata,Tata NEXON XZ+ SUNROOF 1.2 RTN,Manual,12121,1st,Petrol,TN,1103999
2015,Honda,Honda Brio 1.2 S MT I VTEC,Manual,31054,1st,Petrol,TN,413299
2019,Maruti,Maruti New  Wagon-R VXI 1.2L,Manual,43079,1st,Petrol,TN,532599
2020,Maruti,Maruti Ciaz DELTA 1.5 SHVS VVT MT,Manual,40410,1st,Petrol,TN,867199
2019,Hyundai,Hyundai VENUE 1.0L Turbo GDI SX(O) MT,Manual,12730,2nd,Petrol,TN,1086099
2016,Honda,Honda Jazz 1.2 V MT,Manual,56311,1st,Petrol,TN,569099
2019,Maruti,Maruti Dzire ZXI Plus,Manual,31946,1st,Petrol,TN,715999
2011,Maruti,Maruti Wagon R 1.0 VXI,Manual,62227,1st,Petrol,TN,307799
2016,Ford,Ford Ecosport 1.5 TREND TI VCT,Manual,54960,2nd,Petrol,TN,623099
2017,Hyundai,Hyundai Elite i20 Magna Executive Diesel,Manual,63346,2nd,Diesel,TN,561199
2018,Hyundai,Hyundai Verna 1.6 SX VTVT,Manual,37433,1st,Petrol,TN,892299
2017,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,59108,2nd,Petrol,TN,578699
2018,Maruti,Maruti Dzire VXI,Manual,90784,1st,Petrol,TN,599199
2013,Maruti,Maruti Wagon R 1.0 VXI,Manual,40283,2nd,Petrol,TN,339899
2020,Honda,Honda City ZX CVT,Automatic,19513,1st,Petrol,TN,1428499
2017,Hyundai,Hyundai Creta 1.6 E VTVT,Manual,45886,1st,Petrol,TN,908499
2016,Maruti,Maruti Alto 800 LXI,Manual,72917,1st,Petrol,TN,285199
2014,Maruti,Maruti Celerio VXI,Manual,62854,3rd,Petrol,TN,347699
2018,Renault,Renault Kwid 1.0 RXT Opt,Manual,40397,3rd,Petrol,TN,387499
2016,Hyundai,Hyundai Eon ERA PLUS,Manual,34890,1st,Petrol,TN,332099
2019,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,12539,1st,Petrol,TN,482899
2016,Renault,Renault Kwid RXT,Manual,60983,2nd,Petrol,TN,334699
2019,Hyundai,Hyundai Creta 1.6 SX CRDI,Manual,60517,1st,Diesel,TN,1254699
2019,Hyundai,Hyundai Elite i20 MAGNA+ VTVT,Manual,19993,1st,Petrol,TN,691699
2020,Hyundai,Hyundai VENUE S MT 1.2 KAPPA,Manual,27214,1st,Petrol,TN,803899
2020,KIA,KIA SELTOS GTX+ 1.4 MT,Manual,91521,1st,Petrol,TN,1530399
2013,Maruti,Maruti Alto 800 LXI,Manual,73282,1st,Petrol,TN,263199
2016,Maruti,Maruti Alto 800 LXI,Manual,59781,2nd,Petrol,TN,281599
2020,Honda,Honda City ZX MT PETROL,Manual,9527,2nd,Petrol,TN,1164699
2021,Maruti,Maruti Vitara Brezza ZXI+ AT SHVS,Automatic,6025,1st,Petrol,TN,1159699
2019,Honda,Honda Amaze 1.2 VX CVT I VTEC,Automatic,39609,1st,Petrol,TN,759099
2019,Maruti,Maruti Alto 800 LXI,Manual,61268,1st,Petrol,TN,312649
2019,Renault,Renault TRIBER 1.0 RXT,Manual,38761,1st,Petrol,TN,616799
2020,MG,MG HECTOR SHARP DCT PETROL,Automatic,26019,2nd,Petrol,TN,1674799
2015,Maruti,Maruti Celerio VXI AMT,Automatic,46893,1st,Petrol,TN,418899
2015,Hyundai,Hyundai Eon ERA PLUS,Manual,33012,1st,Petrol,TN,314399
2014,Maruti,Maruti Wagon R Stingray VXI,Manual,78515,1st,Petrol,TN,342399
2017,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,42866,2nd,Petrol,TN,419099
2019,Hyundai,Hyundai NEW SANTRO 1.1 SPORTS AMT,Automatic,13222,1st,Petrol,TN,576899
2017,Jeep,Jeep Compass LIMITED 2.0 4*4,Manual,47324,1st,Diesel,TN,1563699
2019,Honda,Honda Amaze 1.2 VXMT I VTEC,Manual,38172,1st,Petrol,TN,755899
2016,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,24830,2nd,Petrol,TN,587599
2021,Toyota,Toyota YARIS J CVT,Automatic,16583,1st,Petrol,TN,1101999
2018,Maruti,Maruti Dzire ZXI AMT,Automatic,18105,1st,Petrol,TN,746199
2019,Honda,Honda Amaze 1.2 VXMT I VTEC,Manual,24072,1st,Petrol,TN,763399
2018,Maruti,Maruti Wagon R 1.0 VXI OPT AMT,Automatic,6662,1st,Petrol,TN,519199
2018,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,12638,1st,Petrol,TN,427899
2019,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,29438,1st,Petrol,TN,607199
2016,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),Manual,38604,2nd,Petrol,TN,652999
2017,Maruti,Maruti Vitara Brezza ZDI PLUS DUAL TONE,Manual,56086,1st,Diesel,TN,852299
2018,Jeep,Jeep Compass LIMITED O 1.4 AT,Automatic,48076,1st,Petrol,TN,1380599
2013,Hyundai,Hyundai i10 MAGNA 1.2 KAPPA2,Manual,86560,1st,Petrol,TN,380499
2019,Hyundai,Hyundai NEW SANTRO 1.1 SPORTS AMT,Automatic,7499,1st,Petrol,TN,598299
2019,Renault,Renault Kwid 1.0 CLIMBER OPT AMT,Automatic,14698,1st,Petrol,TN,536499
2018,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,11698,1st,Petrol,TN,432899
2020,Hyundai,Hyundai NEW SANTRO 1.1 SPORTS AMT,Automatic,11043,1st,Petrol,TN,621699
2016,Renault,Renault Kwid RXT,Manual,36375,2nd,Petrol,TN,345299
2017,Maruti,Maruti Swift VXI,Manual,57997,1st,Petrol,TN,570199
2019,Renault,Renault Kwid RXT 1.0 EASY-R AT OPTION,Automatic,53257,1st,Petrol,TN,463299
2017,Maruti,Maruti Swift VXI,Manual,53789,1st,Petrol,TN,562399
2013,Hyundai,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT OPT,Manual,65447,2nd,Petrol,TN,430999
2019,Hyundai,Hyundai NEW SANTRO 1.1 SPORTS AMT,Automatic,10437,1st,Petrol,TN,598299
2019,Volkswagen,Volkswagen Vento 1.2 TSI HIGHLINE PLUS AT,Automatic,84092,1st,Petrol,TN,930499
2016,Maruti,Maruti Wagon R 1.0 VXI,Manual,12427,1st,Petrol,TN,459999
2016,Hyundai,Hyundai Eon ERA PLUS,Manual,52036,2nd,Petrol,TN,310999
2015,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,57498,1st,Petrol,TN,548699
2018,Skoda,Skoda Rapid Style 1.5 TDI AT,Automatic,81658,1st,Diesel,TN,1061499
2019,Honda,Honda Jazz 1.2 V MT,Manual,23006,1st,Petrol,TN,693399
2019,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),Manual,38670,2nd,Petrol,TN,739349
2018,Hyundai,Hyundai Eon MAGNA PLUS OPTIONAL,Manual,12874,1st,Petrol,TN,407299
2017,Maruti,Maruti OMNI E 8 STR,Manual,16243,1st,Petrol,TN,319199
2021,Volkswagen,Volkswagen Vento HIGHLINE PLUS 1.0 TSI AT,Automatic,27160,1st,Petrol,TN,1171599
2021,Tata,Tata NEXON XMA SUNROOF 1.2 RTN,Automatic,8737,1st,Petrol,TN,1067199
2018,Tata,Tata Tiago XT 1.2 REVOTRON,Manual,44296,2nd,Petrol,TN,472299
2019,Ford,Ford New Figo 1.2 TITANIUM,Manual,23027,1st,Petrol,TN,600299
2020,Hyundai,Hyundai VENUE S MT 1.2 KAPPA,Manual,72807,1st,Petrol,TN,792999
2017,Maruti,Maruti Celerio ZXI OPT AMT,Automatic,97715,2nd,Petrol,TN,448299
2017,Hyundai,Hyundai Elite i20 MAGNA 1.2,Manual,37453,1st,Petrol,TN,614199
2017,Maruti,Maruti Swift VXI,Manual,54754,2nd,Petrol,TN,562399
2020,Renault,Renault TRIBER 1.0 RXZ,Manual,59044,1st,Petrol,TN,675999
2018,Tata,Tata Tiago XZ 1.2 REVOTRON,Manual,21562,2nd,Petrol,TN,544099
2019,Hyundai,Hyundai NEW SANTRO 1.1 MAGNA MT,Manual,7277,1st,Petrol,TN,571299
2018,Hyundai,Hyundai Verna 1.6 SX VTVT,Manual,77776,1st,Petrol,TN,876699
2018,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),Manual,97486,1st,Petrol,TN,661499
2020,Skoda,Skoda Rapid 1.0 AMBITION TSI AT,Automatic,38521,1st,Petrol,TN,1148099
2020,KIA,KIA SELTOS 1.5 GTX+ AT,Automatic,58241,1st,Diesel,TN,1575799
2019,Honda,Honda City VX MT PETROL,Manual,58303,1st,Petrol,TN,1019599
2019,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,25995,1st,Petrol,TN,439699
2020,Maruti,Maruti Dzire ZXI Plus,Manual,25037,1st,Petrol,TN,832799
2016,Hyundai,Hyundai i20 Active 1.2 SX,Manual,40612,1st,Petrol,TN,653799
2019,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,33657,1st,Petrol,TN,429899
2018,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,12584,1st,Petrol,TN,419599
2017,Ford,Ford Ecosport 1.5 TDCI TITANIUM PLUS,Manual,45723,1st,Diesel,TN,793499
2019,Maruti,Maruti Celerio X Zxi,Manual,50411,1st,Petrol,TN,477999
2017,Maruti,Maruti Vitara Brezza ZDI,Manual,65693,2nd,Diesel,TN,738199
2017,Honda,Honda Brio 1.2 S MT I VTEC,Manual,54355,1st,Petrol,TN,448799
2017,Maruti,Maruti Ciaz ALPHA 1.3 DDIS SHVS,Manual,71524,1st,Diesel,TN,786099
2019,Tata,Tata Hexa Varicor 400 XT,Manual,34664,1st,Diesel,TN,1606599
2018,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Manual,23273,1st,Petrol,TN,654099
2017,Honda,Honda Amaze 1.2 SMT I VTEC,Manual,44884,3rd,Petrol,TN,531599
2019,Maruti,Maruti Vitara Brezza ZDI AMT,Automatic,69880,1st,Diesel,TN,933299
2018,Tata,Tata Tiago XZ 1.2 REVOTRON,Manual,48036,2nd,Petrol,TN,512199
2018,Honda,Honda Jazz 1.2 SV MT,Manual,71845,1st,Petrol,TN,604599
2016,Hyundai,Hyundai Grand i10 Magna 1.2 AT  VTVT,Automatic,19306,1st,Petrol,TN,516899
2018,Hyundai,Hyundai Elite i20 Magna Executive Diesel,Manual,81982,1st,Diesel,TN,679299
2016,Hyundai,Hyundai Eon MAGNA PLUS,Manual,58166,1st,Petrol,TN,343099
2016,Maruti,Maruti S Cross SIGMA 1.3,Manual,82344,2nd,Diesel,TN,628399
2021,Maruti,Maruti Ciaz ALPHA 1.5 AT SHVS,Automatic,80243,1st,Petrol,TN,998899
2017,Maruti,Maruti Dzire VXI,Manual,73162,1st,Petrol,TN,615499
2017,Ford,Ford Ecosport 1.5 TDCI TITANIUM PLUS,Manual,85007,1st,Diesel,TN,723399
2019,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,12561,1st,Petrol,TN,701399
2016,Maruti,Maruti Alto K10 VXI (O) AMT,Automatic,14879,1st,Petrol,TN,416599
2015,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,52072,1st,Petrol,TN,547299
2019,Hyundai,Hyundai Elite i20 1.2 SPORTS PLUS VTVT,Manual,58325,1st,Petrol,TN,685799
2016,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),Manual,44870,1st,Petrol,TN,666899
2021,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,7973,1st,Petrol,TN,494799
2021,Hyundai,Hyundai NEW SANTRO SPORTZ 1.1,Manual,8832,1st,Petrol,TN,553999
2017,Maruti,Maruti Dzire VXI,Manual,41322,2nd,Petrol,TN,590799
2021,Honda,Honda Jazz 1.2 ZX MT,Manual,33188,1st,Petrol,TN,888549
2015,Hyundai,Hyundai Eon MAGNA PLUS,Manual,78086,1st,Petrol,TN,303999
2018,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,63525,1st,Petrol,TN,611999
2019,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,28706,1st,Petrol,TN,464399
2020,Mahindra,Mahindra KUV 100 NXT K8 6 STR,Manual,18626,1st,Petrol,TN,725799
2015,Hyundai,Hyundai Eon SPORTZ,Manual,66343,1st,Petrol,TN,338099
2017,Honda,Honda WR-V 1.5 i-DTEC VX MT,Manual,96631,1st,Diesel,TN,783099
2018,Hyundai,Hyundai NEW SANTRO 1.1 SPORTS AMT,Automatic,10647,1st,Petrol,TN,570799
2017,Maruti,Maruti Alto 800 LXI OPT,Manual,32921,2nd,Petrol,TN,325499
2019,Hyundai,Hyundai NEW SANTRO ASTA 1.1 MT,Manual,16736,2nd,Petrol,TN,538999
2019,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,21257,2nd,Petrol,TN,701399
2019,Ford,Ford Ecosport 1.0 ECOBOOST TITANIUM SPORTS(SUNROOF),Manual,29221,1st,Petrol,TN,1025499
2018,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,41423,1st,Petrol,TN,471199
2019,Hyundai,Hyundai VENUE SX(O) CRDi,Manual,85235,2nd,Diesel,TN,965999
2021,Honda,Honda WR-V 1.2 i-VTEC VX MT,Manual,23795,1st,Petrol,TN,1080599
2016,Renault,Renault Duster RXL AMT 110 PS,Automatic,88082,1st,Diesel,TN,810399
2016,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,20330,2nd,Petrol,TN,514399
2018,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,49889,1st,Petrol,TN,410199
2019,Honda,Honda WR-V 1.5 i-DTEC VX MT,Manual,36728,2nd,Diesel,TN,862399
2019,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,21539,2nd,Petrol,TN,701399
2019,Ford,Ford Figo Aspire 1.2 TITANIUM PETROL,Manual,23290,1st,Petrol,TN,660599
2019,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,38513,1st,Petrol,TN,433699
2017,Honda,Honda City V MT PETROL,Manual,28342,1st,Petrol,TN,859549
2018,Hyundai,Hyundai Eon ERA PLUS,Manual,14539,2nd,Petrol,TN,353399
2016,Maruti,Maruti Alto 800 LXI,Manual,41150,1st,Petrol,TN,304899
2014,Hyundai,Hyundai Grand i10 SPORTZ 1.1 CRDI,Manual,88012,2nd,Diesel,TN,363299
2018,Hyundai,Hyundai Creta 1.6 SX PLUS DIESEL,Manual,59041,1st,Diesel,TN,1183999
2019,Hyundai,Hyundai NEW SANTRO 1.1 SPORTS AMT,Automatic,30097,1st,Petrol,TN,560699
2018,Maruti,Maruti Ciaz ALPHA 1.4 VVT AMT,Automatic,64327,1st,Petrol,TN,827399
2019,Hyundai,Hyundai NEW SANTRO SPORTZ 1.1,Manual,28282,1st,Petrol,TN,540299
2018,Ford,Ford Ecosport 1.5 TITANIUM TI VCT,Manual,29400,1st,Petrol,TN,830399
2016,Renault,Renault Kwid RXT Opt,Manual,43315,2nd,Petrol,TN,413999
2019,Hyundai,Hyundai NEW SANTRO SPORTZ 1.1,Manual,61324,1st,Petrol,TN,486799
2018,Renault,Renault Captur RXE PETROL MT,Manual,28696,1st,Petrol,TN,716699
2017,Honda,Honda City V MT PETROL,Manual,47527,2nd,Petrol,TN,811399
2019,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,46869,1st,Petrol,TN,437599
2020,Tata,Tata NEXON XMA SUNROOF 1.2 RTN,Automatic,27461,1st,Petrol,TN,930299
2018,Hyundai,Hyundai NEW SANTRO ASTA 1.1 MT,Manual,8440,1st,Petrol,TN,552799
2018,Volkswagen,Volkswagen Vento 1.2 TSI HIGHLINE PLUS AT,Automatic,57331,1st,Petrol,TN,861299
2018,Maruti,Maruti Wagon R 1.0 VXI,Manual,39002,1st,Petrol,TN,438599
2019,Maruti,Maruti XL6 ALPHA SHVS  MT,Manual,75770,1st,Petrol,TN,1082499
2015,Hyundai,Hyundai Elite i20 ASTA 1.2,Manual,58361,2nd,Petrol,TN,547899
2019,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,23036,1st,Petrol,TN,701399
2020,Hyundai,Hyundai GRAND I10 NIOS 1.0 TURBO SPORTZ,Manual,11999,1st,Petrol,TN,752899
2018,Renault,Renault Kwid 1.0 RXT Opt,Manual,60642,1st,Petrol,TN,368899
2018,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Manual,95180,2nd,Petrol,TN,572599
2014,Maruti,Maruti Wagon R 1.0 VXI,Manual,61027,2nd,Petrol,TN,346399
2018,Maruti,Maruti Alto 800 LXI,Manual,16153,2nd,Petrol,TN,332499
2013,Maruti,Maruti Wagon R 1.0 VXI,Manual,79477,1st,Petrol,TN,342099
2017,Jeep,Jeep Compass 2.0 LONGITUDE,Manual,68571,1st,Diesel,TN,1151299
2017,Hyundai,Hyundai Eon MAGNA PLUS,Manual,34107,1st,Petrol,TN,359099
2017,Jeep,Jeep Compass 2.0 LIMITED,Manual,95031,1st,Diesel,TN,1275699
2018,Toyota,Toyota YARIS G MT,Manual,19860,1st,Petrol,TN,832799
2014,Maruti,Maruti Wagon R 1.0 VXI,Manual,75417,1st,Petrol,TN,333499
2016,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,78405,1st,Petrol,TN,478599
2018,Hyundai,Hyundai Eon ERA PLUS,Manual,42748,2nd,Petrol,TN,351899
2018,Hyundai,Hyundai NEW SANTRO ERA 1.1,Manual,30223,2nd,Petrol,TN,445099
2020,Hyundai,Hyundai GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,37539,1st,Petrol,TN,713499
2016,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,43970,1st,Petrol,TN,644499
2020,Maruti,Maruti S PRESSO VXI PLUS,Manual,7521,1st,Petrol,TN,492599
2014,Maruti,Maruti Wagon R 1.0 VXI,Manual,61090,1st,Petrol,TN,377699
2018,Hyundai,Hyundai Eon ERA PLUS,Manual,60629,1st,Petrol,TN,322499
2018,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,43617,1st,Petrol,TN,416699
2015,Renault,Renault Kwid RXT,Manual,63756,2nd,Petrol,TN,311399
2019,Hyundai,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,83450,1st,Petrol,TN,518299
2019,Tata,Tata Hexa Varicor 400 XT,Manual,46671,1st,Diesel,TN,1566799
2018,Hyundai,Hyundai NEW SANTRO ASTA 1.1 MT,Manual,26691,1st,Petrol,TN,541199
2015,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,68514,2nd,Petrol,TN,522899
2017,Hyundai,Hyundai Eon ERA PLUS (O),Manual,28890,2nd,Petrol,TN,357899
2020,Hyundai,Hyundai GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,65598,1st,Petrol,TN,682199
2017,Honda,Honda City V CVT,Automatic,96135,1st,Petrol,TN,750499
2018,Maruti,Maruti Vitara Brezza ZDI + AMT,Automatic,91253,1st,Diesel,TN,916599
2019,Renault,Renault Kwid RXT,Manual,24113,2nd,Petrol,TN,369699
2018,Hyundai,Hyundai NEW SANTRO 1.1 MAGNA MT,Manual,25270,1st,Petrol,TN,489699
2016,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,79898,2nd,Petrol,TN,568699
2019,Ford,Ford Figo Aspire 1.2 TITANIUM+ PETROL,Manual,54871,1st,Petrol,TN,638199
2017,Honda,Honda Jazz 1.2 V AT,Automatic,57270,1st,Petrol,TN,627499
2020,Maruti,Maruti S PRESSO VXI,Manual,10657,1st,Petrol,TN,476199
2018,Hyundai,Hyundai Elite i20 ASTA 1.2 DUAL TONE,Manual,67900,1st,Petrol,TN,642099
2019,Hyundai,Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Automatic,86141,1st,Petrol,TN,559299
2018,Hyundai,Hyundai Eon ERA PLUS,Manual,31189,2nd,Petrol,TN,359599
2019,Maruti,Maruti S PRESSO VXI,Manual,19221,1st,Petrol,TN,455449
2018,Hyundai,Hyundai Eon ERA PLUS,Manual,21004,2nd,Petrol,TN,367499
2018,Hyundai,Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Automatic,42390,2nd,Petrol,TN,592799
2014,Maruti,Maruti Wagon R 1.0 VXI,Manual,70329,1st,Petrol,TN,345899
2018,Hyundai,Hyundai NEW SANTRO 1.1 SPORTS AMT,Automatic,46497,1st,Petrol,TN,570799
2021,Hyundai,Hyundai GRAND I10 NIOS SPORTZ PETROL,Manual,47133,1st,Petrol,TN,726799
2020,Toyota,Toyota YARIS V MT,Manual,23415,1st,Petrol,TN,998299
2017,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,51480,1st,Petrol,TN,655199
2017,Maruti,Maruti Wagon R 1.0 VXI,Manual,39050,2nd,Petrol,TN,419599
2019,Ford,Ford FREESTYLE TITANIUM + 1.2 TI-VCT,Manual,22268,1st,Petrol,TN,606199
2018,Honda,Honda City V MT PETROL,Manual,88963,1st,Petrol,TN,767399
2018,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),Manual,39643,2nd,Petrol,TN,700599
2018,Hyundai,Hyundai NEW SANTRO ASTA 1.1 MT,Manual,41343,1st,Petrol,TN,489199
2020,Maruti,Maruti Baleno ALPHA 1.2 K12,Manual,42840,1st,Petrol,TN,826699
2016,Maruti,Maruti Wagon R 1.0 VXI OPT,Manual,30753,2nd,Petrol,TN,432899
2021,Ford,Ford FREESTYLE TITANIUM Plus 1.5 TDCI MT,Manual,26938,1st,Diesel,TN,924299
2018,Honda,Honda WR-V 1.5 i-DTEC VX MT,Manual,43964,2nd,Diesel,TN,822799
2016,Maruti,Maruti Baleno ALPHA 1.2 K12,Manual,57677,1st,Petrol,TN,681399
2016,Maruti,Maruti Wagon R 1.0 VXI,Manual,59100,1st,Petrol,TN,414199
2017,Honda,Honda WR-V 1.2 i-VTEC VX MT,Manual,66226,1st,Petrol,TN,709499
