year,name,model,transmission,km,ownership,fuel,registeration,emi,payment,price
2017,Volkswagen Polo,GT TSI 1.2 PETROL AT,Automatic,"65,971",1st ,Petrol,MH,"13,908",Zero Down Payment,"7,11,399"
2021,Hyundai GRAND I10 NIOS,SPORTZ CNG MT,Manual,"9,968",1st ,Petrol + CNG,MH,"14,340",Zero Down Payment,"7,33,499"
2018,Hyundai Verna,1.6 SX VTVT AT (O),Automatic,"37,318",1st ,Petrol,MH,"17,277",Zero Down Payment,"9,19,999"
2018,Ford Figo Aspire,1.2 TITANIUM PETROL,Manual,"17,869",1st ,Petrol,MH,"10,420",Zero Down Payment,"5,32,999"
2017,Ford Ecosport,1.5 TITANIUM TI VCT,Manual,"32,374",1st ,Petrol,MH,"13,636",Zero Down Payment,"6,97,499"
2017,Datsun Redi Go,T (O),Manual,"24,084",2nd ,Petrol,MH,"5,032",Zero Down Payment,"2,57,399"
2015,Nissan Micra,XV CVT,Automatic,"15,787",1st ,Petrol,MH,"8,412",Zero Down Payment,"4,30,299"
2018,Honda Jazz,1.5 V I DTEC,Manual,"70,315",2nd ,Diesel,MH,"12,561",Zero Down Payment,"6,42,499"
2016,Maruti Wagon R 1.0,VXI AMT,Automatic,"14,276",1st ,Petrol,MH,"8,455",Zero Down Payment,"4,32,499"
2017,Hyundai Elite i20,SPORTZ 1.2,Manual,"29,858",1st ,Petrol,MH,"12,072",Zero Down Payment,"6,17,499"
2022,Hyundai GRAND I10 NIOS,SPORTZ CNG MT,Manual,"1,648",1st ,Petrol + CNG,MH,"16,287",Zero Down Payment,"8,67,299"
2018,Mahindra XUV500,W11 AT,Automatic,"54,346",2nd ,Diesel,MH,"28,193",Zero Down Payment,"15,01,299"
2019,Hyundai VENUE,1.0L Turbo GDI SX(O) MT,Manual,"10,645",1st ,Petrol,MH,"21,085",Zero Down Payment,"11,22,799"
2020,Skoda Rapid,ACTIVE 1.0 TSI,Manual,"47,165",1st ,Petrol,MH,"16,349",Zero Down Payment,"8,70,599"
2018,Honda Jazz,1.2 V MT,Manual,"15,836",1st ,Petrol,MH,"13,112",Zero Down Payment,"6,70,699"
2019,Skoda Rapid,1.6 MPI STYLE AT,Automatic,"16,720",1st ,Petrol,MH,"17,784",Zero Down Payment,"9,46,999"
2017,Maruti Ciaz,VXI PLUS,Manual,"62,922",1st ,Petrol,MH,"11,879",Zero Down Payment,"6,07,599"
2014,Maruti Celerio,ZXI,Manual,"89,530",2nd ,Petrol,MH,"6,098",Zero Down Payment,"3,11,899"
2019,Volkswagen Vento,1.2 TSI HIGHLINE PLUS AT,Automatic,"38,457",1st ,Petrol,MH,"17,448",Zero Down Payment,"9,29,099"
2019,Renault Kwid,1.0 RXT Opt,Manual,"8,896",1st ,Petrol,MH,"8,627",Zero Down Payment,"4,41,299"
2021,Maruti Alto,LXI CNG,Manual,"16,506",1st ,Petrol + CNG,MH,"9,842",Zero Down Payment,"5,03,399"
2015,Honda City,VX MT PETROL,Manual,"59,727",2nd ,Petrol,MH,"12,743",Zero Down Payment,"6,51,799"
2014,Honda Amaze,1.2 SMT I VTEC,Manual,"41,594",1st ,Petrol,MH,"8,276",Zero Down Payment,"4,23,299"
2016,Hyundai Creta,1.6 SX (O) CRDI,Manual,"81,747",3rd ,Diesel,MH,"15,682",Zero Down Payment,"8,35,099"
2021,Tata ALTROZ,XE 1.2,Manual,"42,399",1st ,Petrol,MH,"11,876",Zero Down Payment,"6,07,459"
2016,Maruti Wagon R 1.0,VXI,Manual,"21,930",1st ,Petrol,MH,"8,160",Zero Down Payment,"4,17,399"
2018,Maruti Dzire,ZXI,Manual,"32,621",1st ,Petrol,MH,"13,396",Zero Down Payment,"6,85,199"
2018,Hyundai Verna,1.6 SX VTVT AT (O),Automatic,"29,407",1st ,Petrol,MH,"17,943",Zero Down Payment,"9,55,499"
2013,Hyundai Grand i10,ASTA 1.2 VTVT,Manual,"41,746",1st ,Petrol,MH,"7,654",Zero Down Payment,"3,91,499"
2019,Tata Harrier,XZ 2.0L Kryotec,Manual,"55,509",2nd ,Diesel,MH,"25,877",Zero Down Payment,"13,77,999"
2018,Maruti Celerio,ZXI AMT,Automatic,"48,751",1st ,Petrol,MH,"9,398",Zero Down Payment,"4,80,699"
2013,Honda Amaze,1.2 SMT I VTEC,Manual,"72,879",1st ,Petrol,MH,"8,082",Zero Down Payment,"4,13,399"
2016,Hyundai Xcent,SX 1.2,Manual,"22,449",1st ,Petrol,MH,"10,575",Zero Down Payment,"5,40,899"
2017,Maruti Dzire,VXI,Manual,"26,370",1st ,Petrol,MH,"12,518",Zero Down Payment,"6,40,299"
2020,Hyundai NEW SANTRO,1.1 SPORTS AMT,Automatic,"13,059",1st ,Petrol,MH,"11,218",Zero Down Payment,"5,73,799"
2018,Hyundai Elite i20,ASTA 1.2 AT,Automatic,"22,198",1st ,Petrol,MH,"13,632",Zero Down Payment,"6,97,299"
2021,Datsun Redi Go,1.0 T(O) AT,Automatic,"1,733",1st ,Petrol,MH,"9,146",Zero Down Payment,"4,67,799"
2017,Skoda Rapid,1.5 TDI AT AMBITION,Automatic,"40,003",2nd ,Diesel,MH,"15,353",Zero Down Payment,"7,85,299"
2015,Hyundai Grand i10,ASTA 1.2 (O) VTVT,Manual,"90,826",1st ,Petrol,MH,"7,939",Zero Down Payment,"4,06,099"
2017,Hyundai Elite i20,1.4 CRDI ASTA (O),Manual,"90,183",2nd ,Diesel,MH,"11,409",Zero Down Payment,"5,83,599"
2017,Maruti Dzire,ZXI Plus AMT,Automatic,"38,086",1st ,Petrol,MH,"13,527",Zero Down Payment,"6,91,899"
2021,Maruti S PRESSO,LXI CNG,Manual,"15,144",2nd ,Petrol + CNG,MH,"10,717",Zero Down Payment,"5,48,199"
2019,Maruti Alto 800,LXI,Manual,"12,203",1st ,Petrol,MH,"6,854",Zero Down Payment,"3,50,599"
2021,Maruti Alto,LXI OPT,Manual,"9,718",1st ,Petrol,MH,"7,652",Zero Down Payment,"3,91,399"
2017,Hyundai Creta,1.6 E + VTVT,Manual,"43,475",1st ,Petrol,MH,"15,729",Zero Down Payment,"8,37,599"
2018,Maruti Celerio,VXI CNG OPT,Manual,"81,565",1st ,Petrol + CNG,MH,"9,306",Zero Down Payment,"4,75,999"
2013,Honda Amaze,1.2 SMT I VTEC,Manual,"89,643",1st ,Petrol,MH,"7,151",Zero Down Payment,"3,65,799"
2016,Volkswagen Ameo,HIGHLINE 1.2,Manual,"64,382",2nd ,Petrol,MH,"9,539",Zero Down Payment,"4,87,949"
2015,Honda City,VX MT PETROL,Manual,"77,292",1st ,Petrol,MH,"13,216",Zero Down Payment,"6,75,999"
2021,Honda WR-V,1.5 i-DTEC VX MT,Manual,"15,865",1st ,Diesel,MH,"23,806",Zero Down Payment,"12,67,699"
2014,Hyundai Elite i20,ASTA 1.2,Manual,"64,714",1st ,Petrol,MH,"9,990",Zero Down Payment,"5,10,999"
2017,Maruti Dzire,VXI AMT,Automatic,"31,852",1st ,Petrol,MH,"13,888",Zero Down Payment,"7,10,399"
2019,Hyundai Elite i20,1.2  ASTA (O) CVT,Automatic,"40,172",1st ,Petrol,MH,"15,787",Zero Down Payment,"8,40,699"
2021,Maruti Dzire,ZXI Plus AMT,Automatic,"10,804",1st ,Petrol,MH,"16,503",Zero Down Payment,"8,78,799"
2019,Maruti Celerio X,VXI OPT,Manual,"27,567",1st ,Petrol,MH,"10,047",Zero Down Payment,"5,13,899"
2014,Ford Ecosport,1.5TITANIUM TDCI,Manual,"76,383",2nd ,Diesel,MH,"10,307",Zero Down Payment,"5,27,199"
2020,Honda City,VX CVT PETROL,Automatic,"18,417",1st ,Petrol,MH,"25,575",Zero Down Payment,"13,61,899"
2016,Ford Ecosport,1.5 TITANIUM TI VCT AT,Automatic,"20,069",2nd ,Petrol,MH,"13,048",Zero Down Payment,"6,67,399"
2017,Hyundai Creta,1.6 E + VTVT,Manual,"46,686",1st ,Petrol,MH,"15,450",Zero Down Payment,"7,90,299"
2015,Hyundai Creta,1.6 SX PLUS PETROL,Manual,"55,295",1st ,Petrol,MH,"15,709",Zero Down Payment,"8,36,499"
2018,Honda WR-V,1.2 i-VTEC VX MT,Manual,"14,866",2nd ,Petrol,MH,"13,104",Zero Down Payment,"6,70,299"
2013,Maruti Wagon R 1.0,LXI CNG,Manual,"72,243",3rd ,Petrol + CNG,MH,"6,184",Zero Down Payment,"3,16,299"
2018,Jeep Compass,2.0 LONGITUDE (O),Manual,"72,621",1st ,Diesel,MH,"23,496",Zero Down Payment,"12,51,199"
2016,Maruti Ciaz,ZDI SHVS,Manual,"82,696",2nd ,Diesel,MH,"12,272",Zero Down Payment,"6,27,699"
2017,Maruti Dzire,VXI,Manual,"58,110",2nd ,Petrol,MH,"11,349",Zero Down Payment,"5,80,499"
2017,Maruti Ciaz,ZETA 1.4 VVT,Manual,"26,384",2nd ,Petrol + CNG,MH,"13,859",Zero Down Payment,"7,08,899"
2019,Hyundai VENUE,1.0L Turbo GDI SX MT,Manual,"16,049",1st ,Petrol,MH,"18,386",Zero Down Payment,"9,79,099"
2019,Hyundai Eon,ERA PLUS,Manual,"53,001",1st ,Petrol,MH,"6,762",Zero Down Payment,"3,45,899"
2017,Skoda Octavia,2.0 TDI STYLE PLUS AT,Automatic,"60,771",1st ,Diesel,MH,"28,523",Zero Down Payment,"15,18,899"
2014,Maruti Wagon R 1.0,VXI,Manual,"50,402",1st ,Petrol,MH,"6,977",Zero Down Payment,"3,56,899"
2019,Hyundai Creta,1.6 VTVT SX AUTO,Automatic,"21,253",3rd ,Petrol,MH,"23,121",Zero Down Payment,"12,31,199"
2019,Maruti Alto 800,LXI CNG,Manual,"91,485",1st ,Petrol + CNG,MH,"6,858",Zero Down Payment,"3,50,799"
2021,Maruti Dzire,ZXI Plus,Manual,"2,176",1st ,Petrol,MH,"16,214",Zero Down Payment,"8,63,399"
2017,Hyundai Creta,1.4 S CRDI,Manual,"93,167",1st ,Diesel,MH,"16,360",Zero Down Payment,"8,71,199"
2019,Honda Amaze,1.2 VXMT I VTEC,Manual,"12,129",1st ,Petrol,MH,"14,721",Zero Down Payment,"7,52,999"
2018,Volkswagen Polo,GT TSI 1.2 PETROL AT,Automatic,"20,905",1st ,Petrol,MH,"15,372",Zero Down Payment,"7,86,299"
2019,Hyundai NEW SANTRO,1.1 SPORTS AMT,Automatic,"12,104",1st ,Petrol,MH,"10,272",Zero Down Payment,"5,25,399"
2014,Maruti Wagon R 1.0,LXI CNG,Manual,"75,734",2nd ,Petrol + CNG,MH,"6,876",Zero Down Payment,"3,51,699"
2015,Toyota Camry,2.5 AT,Automatic,"90,272",2nd ,Petrol,MH,"21,793",Zero Down Payment,"11,60,499"
2017,Jeep Compass,2.0 LONGITUDE,Manual,"28,835",1st ,Diesel,MH,"20,957",Zero Down Payment,"11,15,999"
2018,Maruti Dzire,ZXI Plus AMT,Automatic,"38,591",1st ,Petrol,MH,"14,004",Zero Down Payment,"7,16,299"
2018,Honda Jazz,1.2 V MT,Manual,"43,405",2nd ,Petrol,MH,"12,741",Zero Down Payment,"6,51,699"
2017,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"96,694",1st ,Petrol,MH,"8,596",Zero Down Payment,"4,39,699"
2021,Toyota Glanza,G MT PETROL,Manual,"6,138",1st ,Petrol,MH,"15,354",Zero Down Payment,"8,17,599"
2020,MG HECTOR,SHARP DCT PETROL,Automatic,"39,173",1st ,Petrol,MH,"30,328",Zero Down Payment,"16,14,999"
2013,Hyundai Grand i10,ASTA 1.2 KAPPA VTVT OPT,Manual,"73,436",1st ,Petrol,MH,"7,619",Zero Down Payment,"3,89,699"
2020,Hyundai Creta,1.6 SX AT CRDI,Automatic,"59,605",1st ,Diesel,MH,"30,886",Zero Down Payment,"16,44,699"
2021,Honda WR-V,1.2 SV MT,Manual,"3,427",1st ,Petrol,MH,"17,074",Zero Down Payment,"9,09,199"
2018,Maruti Vitara Brezza,ZDI+ DUAL TONE AMT,Automatic,"38,582",2nd ,Diesel,MH,"16,820",Zero Down Payment,"8,95,699"
2017,Jeep Compass,2.0 LIMITED,Manual,"51,783",1st ,Diesel,MH,"26,199",Zero Down Payment,"13,95,099"
2018,Maruti Dzire,VXI,Manual,"30,481",1st ,Petrol,MH,"13,394",Zero Down Payment,"6,85,099"
2016,Hyundai Grand i10,MAGNA 1.2 VTVT,Manual,"62,675",1st ,Petrol,MH,"8,217",Zero Down Payment,"4,20,299"
2020,Hyundai VENUE,1.0 TURBO GDI SX+ AT,Automatic,"18,591",1st ,Petrol,MH,"22,088",Zero Down Payment,"11,76,199"
2016,Hyundai Creta,1.6 SX PLUS VTVT,Manual,"62,813",2nd ,Petrol,MH,"15,181",Zero Down Payment,"8,08,399"
2014,Ford Ecosport,1.5 TITANIUMTDCI OPT,Manual,"84,582",1st ,Diesel,MH,"11,169",Zero Down Payment,"5,71,299"
2020,Maruti Dzire,ZXI,Manual,"13,496",1st ,Petrol,MH,"15,103",Zero Down Payment,"7,72,499"
2019,Hyundai Grand i10,1.2 KAPPA SPORTZ (O),Manual,"9,116",1st ,Petrol,MH,"11,556",Zero Down Payment,"5,91,099"
2017,Maruti Alto K10,VXI (O) AMT,Automatic,"13,931",2nd ,Petrol,MH,"7,396",Zero Down Payment,"3,78,299"
2021,Skoda Rapid,STYLE 1.0 AT,Automatic,"3,417",1st ,Petrol,MH,"22,786",Zero Down Payment,"12,13,399"
2020,Hyundai GRAND I10 NIOS,Asta Petrol,Manual,"8,142",1st ,Petrol,MH,"14,743",Zero Down Payment,"7,54,099"
2018,Maruti Dzire,VXI,Manual,"15,364",1st ,Petrol,MH,"12,805",Zero Down Payment,"6,54,999"
2017,Hyundai Creta,1.6 E + VTVT,Manual,"44,508",1st ,Petrol,MH,"15,421",Zero Down Payment,"8,21,199"
2017,Hyundai Verna,1.6 SX VTVT AT,Automatic,"58,713",1st ,Petrol,MH,"14,281",Zero Down Payment,"7,30,499"
2019,Hyundai NEW SANTRO,1.1 SPORTS AMT,Automatic,"20,044",1st ,Petrol,MH,"10,682",Zero Down Payment,"5,46,399"
2019,Hyundai NEW SANTRO,SPORTZ 1.1,Manual,"7,560",1st ,Petrol,MH,"10,614",Zero Down Payment,"5,42,899"
2020,Maruti S PRESSO,VXI CNG,Manual,"53,393",2nd ,Petrol + CNG,MH,"10,827",Zero Down Payment,"5,53,799"
2015,Ford Ecosport,1.5 TITANIUM TI VCT AT,Automatic,"68,466",1st ,Petrol,MH,"12,389",Zero Down Payment,"6,33,699"
2021,Maruti Alto,LXI CNG (O),Manual,"28,124",1st ,Petrol + CNG,MH,"9,942",Zero Down Payment,"5,08,549"
2017,Maruti Baleno,DELTA 1.2 K12,Manual,"8,167",1st ,Petrol,MH,"12,098",Zero Down Payment,"6,18,799"
2019,Hyundai Elite i20,ASTA 1.2 (O),Manual,"9,568",1st ,Petrol,MH,"15,302",Zero Down Payment,"7,82,699"
2020,Maruti S PRESSO,VXI PLUS,Manual,"37,985",1st ,Petrol,MH,"8,121",Zero Down Payment,"4,15,399"
2016,Ford Ecosport,1.5 TDCI TITANIUM PLUS,Manual,"57,166",1st ,Diesel,MH,"13,818",Zero Down Payment,"7,06,799"
2018,Maruti Dzire,ZDI Plus,Manual,"59,732",1st ,Diesel,MH,"15,359",Zero Down Payment,"7,85,599"
2017,Hyundai Verna,FLUIDIC 1.6 SX VTVT,Manual,"33,513",1st ,Petrol,MH,"15,232",Zero Down Payment,"8,11,099"
2017,Maruti Wagon R 1.0,VXI,Manual,"36,224",1st ,Petrol,MH,"8,545",Zero Down Payment,"4,37,099"
2018,Toyota Etios,V,Manual,"20,146",2nd ,Petrol,MH,"10,373",Zero Down Payment,"5,30,599"
2016,Maruti Vitara Brezza,ZDI PLUS DUAL TONE,Manual,"57,769",2nd ,Diesel,MH,"14,739",Zero Down Payment,"7,53,899"
2014,Maruti Wagon R 1.0,LXI CNG,Manual,"71,176",2nd ,Petrol + CNG,MH,"6,543",Zero Down Payment,"3,34,699"
2018,Maruti Dzire,ZXI Plus AMT,Automatic,"29,233",1st ,Petrol,MH,"14,551",Zero Down Payment,"7,44,299"
2020,Maruti Baleno,DELTA 1.2 K12 AT,Automatic,"6,293",1st ,Petrol,MH,"15,495",Zero Down Payment,"8,25,099"
2018,Toyota Corolla Altis,G,Manual,"19,123",1st ,Petrol,MH,"22,736",Zero Down Payment,"12,10,699"
2020,Maruti Dzire,ZXI,Manual,"10,225",1st ,Petrol,MH,"15,059",Zero Down Payment,"8,01,899"
2016,Mahindra TUV300,T8,Manual,"99,854",2nd ,Diesel,MH,"12,356",Zero Down Payment,"6,31,999"
2016,Maruti Baleno,ALPHA 1.2 K12,Manual,"79,387",1st ,Petrol,MH,"10,981",Zero Down Payment,"5,61,699"
2020,Hyundai GRAND I10 NIOS,SPORTZ PETROL,Manual,"15,848",1st ,Petrol,MH,"12,798",Zero Down Payment,"6,54,599"
2016,Maruti Wagon R 1.0,VXI AMT,Automatic,"59,169",1st ,Petrol,MH,"7,802",Zero Down Payment,"3,99,099"
2018,Hyundai NEW SANTRO,SPORTZ 1.1,Manual,"25,917",1st ,Petrol,MH,"8,901",Zero Down Payment,"4,55,299"
2018,Maruti Dzire,VDI,Manual,"52,228",1st ,Diesel,MH,"14,506",Zero Down Payment,"7,41,999"
2021,Tata NEXON,XZA + 1.2 PETROL A/T,Automatic,"7,697",1st ,Petrol,MH,"20,952",Zero Down Payment,"11,15,699"
2020,Tata ALTROZ,XZ 1.2,Manual,"20,268",1st ,Petrol,MH,"15,173",Zero Down Payment,"8,07,999"
2019,Hyundai Creta,1.6 VTVT SX AUTO,Automatic,"13,530",1st ,Petrol,MH,"24,967",Zero Down Payment,"13,29,499"
2019,Maruti S PRESSO,VXI PLUS,Manual,"14,333",1st ,Petrol,MH,"8,962",Zero Down Payment,"4,58,399"
2016,Maruti Alto K10,LXI CNG,Manual,"62,755",1st ,Petrol + CNG,MH,"6,633",Zero Down Payment,"3,39,299"
2020,MG HECTOR,SHARP DCT PETROL,Automatic,"39,644",1st ,Petrol,MH,"31,588",Zero Down Payment,"16,82,099"
2017,Hyundai Creta,1.6 SX PLUS PETROL,Manual,"8,506",2nd ,Petrol,MH,"17,476",Zero Down Payment,"9,30,599"
2019,Ford Ecosport,1.5 TITANIUM THUNDER EDITION TI VCT,Manual,"64,778",1st ,Petrol,MH,"16,775",Zero Down Payment,"8,93,299"
2021,Maruti Ciaz,ALPHA 1.5 MT VTVT SHVS,Manual,"9,424",1st ,Petrol,MH,"22,016",Zero Down Payment,"11,72,399"
2017,Maruti Baleno,ALPHA 1.2 K12,Manual,"41,572",1st ,Petrol,MH,"12,062",Zero Down Payment,"6,16,999"
2018,Maruti Wagon R 1.0,LXI CNG,Manual,"16,871",1st ,Petrol + CNG,MH,"9,945",Zero Down Payment,"5,08,699"
2020,Tata TIGOR,XZ PLUS 1.2 REVOTRON,Manual,"23,271",1st ,Petrol,MH,"13,935",Zero Down Payment,"7,12,799"
2018,Maruti Baleno,DELTA 1.2 K12,Manual,"88,396",1st ,Petrol,MH,"11,132",Zero Down Payment,"5,69,399"
2016,Hyundai Creta,1.6 SX PLUS DIESEL,Manual,"87,992",1st ,Diesel,MH,"18,696",Zero Down Payment,"9,95,599"
2018,Maruti Vitara Brezza,ZDI PLUS,Manual,"27,728",1st ,Diesel,MH,"18,171",Zero Down Payment,"9,67,599"
2017,Honda WR-V,1.5 i-DTEC VX MT,Manual,"60,563",2nd ,Diesel,MH,"14,148",Zero Down Payment,"7,23,699"
2020,Honda City,ZX CVT,Automatic,"51,336",1st ,Petrol,MH,"28,593",Zero Down Payment,"15,22,599"
2018,Maruti Dzire,VXI,Manual,"14,576",1st ,Petrol,MH,"13,767",Zero Down Payment,"7,04,199"
2017,Hyundai Elite i20,ASTA 1.2,Manual,"38,013",1st ,Petrol,MH,"13,481",Zero Down Payment,"6,89,549"
2021,Toyota Glanza,G MT PETROL,Manual,"20,314",1st ,Petrol,MH,"15,220",Zero Down Payment,"8,10,499"
2017,Jeep Compass,LIMITED (O) 2.0 4*4,Manual,"63,497",2nd ,Diesel,MH,"25,138",Zero Down Payment,"13,38,599"
2020,Honda Jazz,ZX CVT,Automatic,"25,160",1st ,Petrol,MH,"17,185",Zero Down Payment,"9,15,099"
2018,Maruti Ciaz,ALPHA 1.4 VVT,Manual,"19,821",1st ,Petrol,MH,"13,910",Zero Down Payment,"7,11,499"
2018,Maruti Ciaz,ZETA 1.4 VVT AMT,Automatic,"26,991",1st ,Petrol,MH,"16,535",Zero Down Payment,"8,80,499"
2021,Honda WR-V,1.2 i-VTEC VX MT,Manual,"8,036",1st ,Petrol,MH,"19,164",Zero Down Payment,"10,20,499"
2018,Hyundai Verna,1.6 SX VTVT AT (O),Automatic,"47,155",1st ,Petrol,MH,"18,460",Zero Down Payment,"9,82,999"
2018,Maruti Alto K10,VXI OPT,Manual,"17,782",1st ,Petrol,MH,"7,783",Zero Down Payment,"3,98,099"
2018,Maruti Wagon R 1.0,LXI CNG,Manual,"81,783",1st ,Petrol + CNG,MH,"9,591",Zero Down Payment,"4,90,599"
2020,Tata NEXON,XMA 1.2,Automatic,"45,790",1st ,Petrol,MH,"16,664",Zero Down Payment,"8,87,399"
2017,Maruti Wagon R 1.0,VXI PLUS,Manual,"37,410",1st ,Petrol,MH,"8,315",Zero Down Payment,"4,25,299"
2017,Hyundai Creta,SX PLUS 1.6 DUAL TONE VTVT,Manual,"89,426",1st ,Petrol,MH,"16,725",Zero Down Payment,"8,90,599"
2021,Maruti IGNIS,ZETA 1.2 K12 AMT,Automatic,"1,568",1st ,Petrol,MH,"14,729",Zero Down Payment,"7,53,399"
2018,Maruti Wagon R 1.0,LXI CNG,Manual,"63,377",1st ,Petrol + CNG,MH,"9,108",Zero Down Payment,"4,65,899"
2016,Honda Jazz,1.2 V AT,Automatic,"66,139",1st ,Petrol,MH,"11,144",Zero Down Payment,"5,69,999"
2020,Tata NEXON,XZA + 1.2 PETROL A/T,Automatic,"15,166",1st ,Petrol,MH,"19,327",Zero Down Payment,"10,29,199"
2016,Maruti Baleno,ZETA 1.2 K12,Manual,"53,099",1st ,Petrol,MH,"11,290",Zero Down Payment,"5,77,499"
2021,Hyundai VENUE,1.0L Turbo GDI SX(O) MT,Manual,"9,646",1st ,Petrol,MH,"21,767",Zero Down Payment,"11,59,099"
2018,Maruti IGNIS,DELTA 1.2 K12,Manual,"44,507",1st ,Petrol,MH,"9,578",Zero Down Payment,"4,89,899"
2021,Skoda Rapid,STYLE 1.0 AT,Automatic,"7,327",1st ,Petrol,MH,"23,524",Zero Down Payment,"12,52,699"
2017,Hyundai Creta,1.6 SX PLUS AUTO PETROL,Automatic,"27,180",1st ,Petrol,MH,"20,415",Zero Down Payment,"10,87,099"
2018,Maruti Dzire,ZXI AMT,Automatic,"9,980",1st ,Petrol,MH,"14,532",Zero Down Payment,"7,43,299"
2020,Maruti S PRESSO,VXI CNG,Manual,"16,642",1st ,Petrol + CNG,MH,"9,323",Zero Down Payment,"4,76,899"
2017,Toyota Etios,V,Manual,"73,919",1st ,Petrol,MH,"9,720",Zero Down Payment,"4,97,199"
2020,Hyundai VENUE,1.0 TURBO GDI SX+ AT,Automatic,"10,127",1st ,Petrol,MH,"20,806",Zero Down Payment,"11,07,949"
2020,Honda City,V CVT,Automatic,"11,546",1st ,Petrol,MH,"23,496",Zero Down Payment,"12,51,199"
2020,Tata ALTROZ,XZ 1.2,Manual,"34,503",1st ,Petrol,MH,"15,220",Zero Down Payment,"7,78,499"
2017,Maruti Wagon R 1.0,LXI CNG,Manual,"47,787",1st ,Petrol + CNG,MH,"8,641",Zero Down Payment,"4,41,999"
2017,Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVT,Automatic,"11,974",1st ,Petrol,MH,"10,798",Zero Down Payment,"5,52,299"
2018,Maruti Wagon R 1.0,LXI CNG,Manual,"74,342",1st ,Petrol + CNG,MH,"9,761",Zero Down Payment,"4,99,299"
2015,Hyundai i20 Active,1.2 S,Manual,"38,634",1st ,Petrol,MH,"11,036",Zero Down Payment,"5,64,499"
2020,Tata ALTROZ,XZ 1.2,Manual,"27,911",1st ,Petrol,MH,"15,294",Zero Down Payment,"8,14,399"
2021,Maruti Ciaz,ALPHA 1.5 AT SHVS,Automatic,"10,144",1st ,Petrol,MH,"21,494",Zero Down Payment,"11,44,599"
2018,Maruti Vitara Brezza,VDI OPT,Manual,"76,130",2nd ,Diesel,MH,"15,265",Zero Down Payment,"8,12,899"
2017,Maruti Alto K10,VXI (O) AMT,Automatic,"21,210",1st ,Petrol,MH,"7,673",Zero Down Payment,"3,92,499"
2017,Jeep Compass,2.0 LIMITED,Manual,"59,938",1st ,Diesel,MH,"23,735",Zero Down Payment,"12,63,899"
2017,Maruti Vitara Brezza,ZDI PLUS,Manual,"33,442",1st ,Diesel,MH,"15,682",Zero Down Payment,"8,35,099"
2021,Mahindra XUV 3OO,W8 (O) DIESEL  AT,Automatic,"29,546",1st ,Diesel,MH,"27,667",Zero Down Payment,"14,73,299"
2019,Hyundai VENUE,1.0L Turbo GDI SX(O) MT,Manual,"28,990",1st ,Petrol,MH,"19,063",Zero Down Payment,"10,15,099"
2019,Toyota Glanza,V CVT,Automatic,"10,824",1st ,Petrol,MH,"16,881",Zero Down Payment,"8,98,949"
2016,Maruti Wagon R 1.0,VXI AMT,Automatic,"40,702",2nd ,Petrol + CNG,MH,"8,186",Zero Down Payment,"4,18,699"
2020,Tata ALTROZ,XZ 1.2,Manual,"32,934",1st ,Petrol,MH,"14,831",Zero Down Payment,"7,58,599"
2020,Maruti Dzire,VXI AMT,Automatic,"8,515",1st ,Petrol,MH,"15,056",Zero Down Payment,"7,70,099"
2019,Tata NEXON,XZA+ 1.5,Automatic,"75,042",1st ,Diesel,MH,"20,418",Zero Down Payment,"10,87,299"
2019,Tata NEXON,XZA + 1.2 PETROL A/T,Automatic,"8,220",1st ,Petrol,MH,"17,855",Zero Down Payment,"9,50,799"
2019,Hyundai i20 Active,1.2 SX,Manual,"18,186",1st ,Petrol,MH,"14,457",Zero Down Payment,"7,39,499"
2017,Maruti Baleno,ZETA 1.2 K12,Manual,"59,115",1st ,Petrol,MH,"11,507",Zero Down Payment,"5,88,599"
2021,Tata NEXON,XZ+ SUNROOF 1.2 RTN,Manual,"16,034",1st ,Petrol,MH,"21,761",Zero Down Payment,"11,58,799"
2018,Maruti Vitara Brezza,ZDI AMT,Automatic,"57,031",1st ,Diesel,MH,"17,361",Zero Down Payment,"9,24,499"
2017,Ford Ecosport,1.5 TITANIUM TI VCT AT,Automatic,"53,165",2nd ,Petrol,MH,"13,161",Zero Down Payment,"6,73,199"
2018,Maruti Baleno,ALPHA DDIS 190,Manual,"36,108",1st ,Diesel,MH,"14,977",Zero Down Payment,"7,66,099"
2020,Maruti Dzire,ZXI Plus AMT,Automatic,"12,096",1st ,Petrol,MH,"15,923",Zero Down Payment,"8,47,899"
2020,Maruti S PRESSO,VXI CNG,Manual,"30,254",1st ,Petrol + CNG,MH,"9,374",Zero Down Payment,"4,79,499"
2018,Jeep Compass,LIMITED O 1.4 AT,Automatic,"75,430",1st ,Petrol,MH,"25,973",Zero Down Payment,"13,83,099"
2018,Maruti Ciaz,ALPHA 1.4 VVT,Manual,"59,588",1st ,Petrol,MH,"15,609",Zero Down Payment,"7,98,399"
2019,Maruti Baleno,ZETA 1.2 K12,Manual,"9,064",1st ,Petrol,MH,"14,592",Zero Down Payment,"7,46,399"
2018,Hyundai Creta,1.6 VTVT SX AUTO,Automatic,"34,004",2nd ,Petrol,MH,"20,987",Zero Down Payment,"11,17,599"
